Area_sqft,Bedrooms,Bathrooms,Age_years,Garage_size,Has_Garden,Neighborhood,Distance_to_Center,Condition,Price_USD
1850.4963247670662,4,3,42,0,0,Rural,16.612529960929663,Renovated,265273.51
2045.8803882677512,2,1,38,1,0,Modern_District,27.483660902098844,Renovated,525435.17
1006.2155426995536,3,1,16,1,1,Modern_District,12.251209877538704,Old,208169.5
1890.164056081244,3,2,19,1,1,Modern_District,25.05740911142269,Old,340865.44
2178.5562857558734,2,2,23,1,0,Suburbs,4.8771739775836505,Good,459252.49
2738.947022370758,5,3,49,0,1,Rural,28.12644020036616,Renovated,377381.46
1740.8648908631762,4,2,21,2,0,Rural,22.791276208407776,Old,165694.77
1595.7531985534063,3,2,28,2,0,Downtown,28.29869739082015,New,638153.0
1749.1214782077318,5,1,21,2,1,Downtown,20.621899773022687,Renovated,664446.44
2457.701058851037,2,2,43,2,0,Downtown,11.538714027983383,New,916140.07
2164.3755548298423,5,2,8,1,1,Downtown,28.20725400321695,Good,710862.31
1735.1198981164807,1,1,36,1,1,Rural,8.991436512966175,Renovated,238147.56
2256.633716556678,3,1,9,1,0,Modern_District,10.633003139790244,Good,609239.85
2048.5387746740203,2,3,35,2,0,Modern_District,21.323444122050468,Good,494349.15
2484.3224952664445,4,2,36,1,0,Suburbs,23.1941726862362,Good,466809.69
1648.9734530613239,2,1,27,1,1,Modern_District,27.952701031625462,Good,393582.12
1836.1689267011159,4,3,27,0,0,Rural,6.939269862630075,Good,274552.98
1803.9459234339213,2,3,41,0,1,Rural,24.141943021357495,Renovated,238456.46
1268.2425259339407,5,2,42,1,1,Rural,22.41783554851194,New,202881.11
2148.060138532288,5,2,20,0,0,Suburbs,2.8500421313543383,Renovated,566473.63
2130.5276360899447,5,3,23,0,1,Downtown,12.229471095096002,Renovated,834236.92
2002.5567283212304,1,1,41,1,0,Modern_District,9.200198254742858,Renovated,525323.67
1882.7064333124265,4,3,39,1,0,Rural,9.830222306266881,Old,181167.93
1292.3146289747929,5,2,1,1,0,Rural,29.505459507086325,Old,124032.45
1789.6773386173204,1,1,7,1,0,Downtown,19.64054499091791,Renovated,632160.01
1828.6427417366153,4,1,47,2,0,Rural,21.81260857601149,New,276688.72
1598.8613653891905,2,3,26,2,0,Modern_District,29.321911482135267,Renovated,450860.74
1919.3571441669953,1,2,21,1,0,Suburbs,11.938851691271521,Good,392103.07
2202.0254284072694,3,3,36,0,1,Rural,24.253364885131372,Old,177882.97
2943.0929506052653,1,3,26,1,0,Modern_District,13.601397935830366,Old,498634.31
2087.2889064159194,1,3,28,1,1,Rural,26.216476482634413,Renovated,270833.82
2128.775195361382,4,1,2,0,1,Downtown,6.2390686980277925,Renovated,843625.94
1962.7770421169164,2,1,43,2,1,Rural,28.48289913486411,New,266451.05
1040.6143923504792,3,2,12,1,0,Rural,7.344379543915511,New,223182.18
1986.7430622753916,5,2,44,1,1,Suburbs,10.460394702447013,Good,410276.61
2030.1151049705131,5,3,9,2,1,Downtown,22.929574789096634,Renovated,815209.25
3231.621056242643,1,3,35,2,0,Downtown,12.418899105396795,Renovated,1062260.66
1903.8195176094387,4,3,8,0,0,Suburbs,18.638129926226952,Renovated,496170.82
2150.7736711668063,4,2,26,2,1,Rural,13.892631531013427,Old,198276.92
1982.6441151473784,5,1,33,2,0,Modern_District,22.528728175603675,Good,503279.55
1415.660981190234,3,1,0,2,0,Downtown,7.6216063186897145,New,688658.72
2571.4114072575103,2,3,31,0,0,Downtown,2.695281629869433,Old,545743.76
2375.966516343387,3,3,24,2,0,Rural,9.697952526718922,Old,224629.51
2395.5159735215234,2,3,28,2,1,Rural,14.754951281184479,Old,205312.7
1545.3062726026305,5,3,6,0,0,Downtown,5.872581513587678,Old,433694.15
2701.3971554680497,2,2,48,2,0,Rural,11.289121400035272,Good,330436.77
1299.0744686038597,4,1,2,2,0,Modern_District,12.599507530513486,Renovated,471149.6
2293.428546900135,1,3,19,0,1,Downtown,2.6643634669599328,New,936246.47
3095.227812904989,1,2,19,1,1,Modern_District,17.915910197341933,New,957631.54
1504.7318374346557,5,3,29,0,0,Modern_District,26.645959411167336,Old,291865.64
1716.851135198614,4,3,34,2,0,Rural,5.400544475638521,Old,176142.37
2049.8256825438207,3,1,34,2,1,Modern_District,18.336432388643907,Good,499897.07
1748.2621729419004,4,3,48,2,0,Rural,20.277436942414543,Old,146705.23
1224.6682844669335,1,1,38,0,0,Suburbs,13.160705732159363,New,289473.94
2034.2814874030137,1,1,26,2,1,Rural,21.33183003356383,New,298629.8
1468.8481431369476,4,1,25,2,0,Modern_District,12.91121476123935,Renovated,463944.88
2236.796215317591,4,2,13,0,0,Suburbs,15.634481351345611,Renovated,550157.63
1540.2878828830985,1,2,16,1,1,Rural,1.2132382920783824,New,297885.18
2774.96720250877,3,1,17,1,1,Modern_District,21.059883309905974,New,893316.88
1608.3733538318816,5,3,44,2,0,Downtown,20.17893768939701,Good,520803.06
1838.9692418971622,5,1,28,0,1,Downtown,2.1136254424639924,Good,620194.75
2406.758608684835,4,3,19,2,0,Rural,11.67925311445886,New,444934.86
1384.5678417830222,5,1,26,0,0,Rural,29.391923382958353,Old,113672.16
2113.729967302065,1,3,17,0,0,Downtown,13.201360314489888,Renovated,758906.14
2653.571377141214,1,2,3,1,1,Modern_District,15.556416748823409,New,876778.78
1196.2583827193862,4,3,0,1,1,Modern_District,27.387974586631838,Old,268974.68
2092.3169292661523,4,1,49,0,0,Modern_District,21.800594400106935,New,629326.27
2129.9413971242116,4,2,0,2,0,Rural,17.880033802602483,Renovated,353428.58
2390.9114358886554,3,3,25,1,1,Suburbs,24.136335758891104,Renovated,523614.78
1381.5246445609591,5,3,44,2,1,Suburbs,26.066621727223225,Good,287663.55
1339.7716934578618,4,3,19,1,1,Suburbs,14.24975408038074,Good,317536.86
2260.970782808449,2,3,22,1,0,Suburbs,14.778142583023227,Good,460578.24
2148.492336616593,2,3,9,2,1,Suburbs,12.195477133903237,Good,463952.79
2125.2464251729384,1,2,10,1,1,Rural,29.034478060535356,Renovated,291759.59
2173.2241047484877,5,2,40,1,0,Rural,21.21782137442016,Old,191914.62
1659.9876392107547,4,2,40,2,0,Suburbs,3.4134689200340964,Old,248954.04
2116.1268485805017,2,2,4,1,0,Rural,26.025829076077535,Old,178766.72
2146.5362366493405,5,1,0,1,1,Rural,14.936238284251774,New,406601.42
1642.824290986816,1,2,16,1,0,Suburbs,2.9938632862521364,Good,348089.77
2932.8872555723783,3,3,21,2,0,Modern_District,16.94180039973602,Good,741073.6
2236.9164604558937,5,3,33,0,0,Rural,13.09776409029536,Renovated,354754.46
1404.3482513986755,5,2,44,2,0,Modern_District,26.454732741016123,Renovated,408099.64
2328.276804316915,3,3,40,0,1,Rural,6.9158435046722335,New,403678.86
1512.6591648863393,5,2,28,1,0,Rural,24.967473675273304,New,255574.88
2393.542301871226,1,3,3,0,1,Suburbs,17.172972044378128,Old,343441.74
2579.297789503702,1,1,4,2,1,Rural,2.583698793190602,Renovated,396023.83
1589.6588408241448,3,1,10,2,1,Downtown,29.183513738439053,Good,501167.33
2481.6880646221607,4,2,20,1,0,Downtown,15.865842078992797,Old,553360.15
2206.390463468249,2,2,34,0,1,Suburbs,9.435428772715893,Good,436540.71
2411.030079997245,4,2,11,1,0,Modern_District,14.612798417688484,Old,447525.44
2948.396491326974,5,3,25,1,0,Modern_District,25.87787572200718,Good,748559.87
1877.3059419985648,2,2,18,2,0,Modern_District,9.842190607166842,New,654462.12
1623.1319178212552,3,1,44,0,1,Downtown,6.587615498114309,Old,338311.08
1555.2427851872383,3,3,6,0,0,Modern_District,4.743066160995562,Good,485086.04
1592.0948575172808,2,2,46,0,0,Modern_District,9.637922553316127,Good,392354.52
1961.4491452929478,1,3,6,0,0,Suburbs,23.62139452416126,Renovated,455866.88
2170.575987408322,2,3,25,1,1,Modern_District,14.677164590662588,Old,385994.09
2138.3453996650096,5,2,39,1,1,Downtown,7.5969665071126595,Good,685934.14
2413.591624518012,1,3,4,2,1,Downtown,5.819364988682727,Renovated,909246.71
2006.5009459389535,3,1,20,1,0,Downtown,10.649154818800994,Good,637887.95
2726.7670385786587,2,1,13,1,1,Suburbs,28.257806813685555,Old,356523.13
1867.671583381022,4,3,3,2,0,Suburbs,10.947774665110707,New,578173.14
3360.0845832948094,4,2,22,2,0,Rural,29.655598202684427,Old,287999.35
2312.8336738825033,5,3,41,2,1,Modern_District,15.071683217195329,Old,425009.45
1571.4212217918587,4,1,19,1,0,Suburbs,6.195753630414376,Good,355338.42
1464.5537509694439,2,3,14,1,1,Downtown,26.84306266201177,Good,484136.53
2241.2362076215927,2,3,49,2,0,Downtown,14.35030582090998,Old,447099.45
1888.2686073370746,4,1,44,2,1,Suburbs,21.580468961631208,Renovated,403736.52
2357.000247046046,2,3,28,2,0,Suburbs,29.5276359130654,Renovated,498916.04
2236.6188122867725,5,3,7,1,0,Suburbs,2.455085159279246,Renovated,614861.49
1963.5855436715635,1,2,40,1,0,Rural,3.804142233839447,Good,245271.27
1576.6031409657976,5,2,47,0,0,Downtown,21.89324550241993,Good,483785.27
1242.5763876570677,5,1,18,1,0,Rural,9.172925095568688,Old,141803.77
1776.7425239664894,2,1,47,1,1,Rural,6.344740511552873,New,281363.93
2428.199397161736,1,1,38,1,0,Modern_District,2.1414945147721554,Good,569163.69
2107.046872065102,2,2,45,2,1,Downtown,1.6335546475998524,Old,447150.15
1377.130610644006,3,1,27,1,1,Downtown,23.460082490473937,Old,291866.29
2086.590462925591,2,1,45,2,1,Suburbs,4.89856939371695,New,518426.4
2192.658689864418,2,1,26,0,0,Suburbs,14.563897863163376,Renovated,477585.07
1558.0712818994334,2,2,3,0,0,Modern_District,18.571007640205007,Old,308199.33
2076.8625529727638,1,3,14,2,0,Rural,13.422202216496542,Old,192044.57
2029.1043592229998,2,1,34,2,1,Suburbs,1.78609291775076,Old,281269.34
1428.5148510846884,1,3,36,2,0,Suburbs,23.721543575049356,Renovated,298430.74
2178.8936801741415,4,1,0,1,0,Downtown,1.3048835117079511,Renovated,876716.55
2280.3922631841174,3,3,2,0,1,Downtown,23.094806936947037,New,974052.86
2541.5256215876384,1,2,46,2,1,Suburbs,26.905830319855557,Good,424334.26
2526.9010260174514,4,2,23,1,1,Downtown,13.552357710657997,Renovated,907850.77
1311.1653160214546,1,1,26,0,1,Modern_District,16.530731719836147,Good,318678.55
1531.0874800424385,1,3,39,1,1,Suburbs,14.832518385911959,Good,284301.69
2257.51763360433,3,2,35,0,1,Downtown,12.287049940079726,Renovated,784498.89
2256.8929754561045,5,1,33,1,0,Modern_District,26.735311525740446,Old,392813.6
2257.523843153024,5,1,28,0,1,Downtown,26.924071809429723,New,897524.56
3926.365745327361,1,2,23,0,0,Downtown,10.7386745746045,Good,1122145.75
2285.4452553465835,2,2,23,1,0,Downtown,18.837022866426242,Old,483705.38
2567.7828200902995,4,1,41,2,0,Suburbs,27.88031930223006,Renovated,532710.45
2477.0008817466014,2,3,3,0,1,Rural,28.899696469299194,Good,305089.91
2325.6956256528993,2,3,2,2,0,Downtown,15.759812172239378,Good,759879.56
1842.3653776798271,1,3,33,1,1,Modern_District,14.131919353245477,Good,455802.36
2379.4846102466336,1,1,48,2,1,Suburbs,9.082135161927248,Old,292464.0
1613.587392731214,1,2,22,2,0,Suburbs,28.80728432252189,Old,209036.73
1881.5906966299956,1,1,22,2,1,Modern_District,5.141614829713154,Old,328980.64
1757.3182260854483,5,2,44,2,0,Downtown,17.815057705384024,Good,549434.74
2040.9370696931612,1,3,4,2,0,Rural,9.193957758040527,Good,284654.14
3157.329283336754,5,3,30,0,1,Downtown,9.091240420086102,New,1293923.9
1066.367403704126,5,2,40,0,0,Modern_District,12.744089033909466,New,411111.62
2343.1300951872568,1,2,5,0,0,Suburbs,29.964995138653983,Old,307184.59
1193.642064405174,3,1,36,1,0,Rural,2.59402289835484,Old,119741.25
1764.0340671052832,4,3,9,2,1,Suburbs,17.77771272790241,Renovated,451326.56
2544.475298483683,2,1,39,0,0,Modern_District,3.394592583023038,Old,432652.29
2032.1400095477313,5,1,6,1,1,Downtown,5.48110406972505,New,934048.54
1461.127611035347,4,1,38,0,1,Rural,13.74732531141406,New,234657.67
1642.348145370016,3,3,37,0,0,Suburbs,15.803343809046797,New,428913.36
2339.798874467338,2,1,20,2,0,Suburbs,8.504979842571196,Good,466845.87
1634.8166841414318,2,1,19,1,1,Suburbs,10.177256795358069,Good,333581.64
2108.2292947909873,5,1,2,2,1,Downtown,3.5220435874220586,Old,530547.22
2022.7859199519069,1,1,21,2,0,Rural,9.793373731483266,Renovated,298088.56
1674.1998261970914,3,1,46,0,0,Downtown,29.03019474203578,Renovated,522763.28
3071.972044662663,5,1,3,2,1,Downtown,28.39651406850197,Renovated,1091621.6
2316.9595111590056,3,3,27,1,1,Downtown,10.711470413972565,Good,730408.84
987.4287066711964,1,1,11,2,1,Modern_District,17.554764152084086,New,346552.43
2093.227157384714,1,2,37,2,1,Modern_District,27.378266342217387,New,597935.18
1669.106767615806,5,1,35,2,1,Modern_District,1.1793308565860037,Good,470114.48
2426.216667398112,1,1,46,0,0,Rural,24.509823539790165,Renovated,284590.11
1603.7396307836498,4,3,40,1,1,Downtown,28.50271703087865,Renovated,570101.01
1942.6317792665504,2,3,4,0,1,Downtown,3.6484462956731547,Old,478274.34
2252.4936394902284,5,2,12,0,0,Modern_District,5.68198289495471,Old,456894.89
2432.8775970850606,3,2,22,0,0,Downtown,28.86164278036931,Renovated,832409.16
1399.8517964721118,4,3,49,0,1,Downtown,16.588664165570044,Good,454138.86
1832.7493820795257,5,3,29,0,1,Suburbs,1.4117023996799873,Renovated,504928.08
1762.5273444195218,1,1,36,1,0,Downtown,8.471327964142345,Old,351998.02
1673.335383713144,1,3,24,2,1,Suburbs,14.048366553796928,Renovated,387833.82
2882.7271201405483,1,2,47,0,1,Downtown,21.09435841971826,Good,778117.74
2202.490855480478,1,1,26,0,0,Rural,22.26165096596719,New,329018.18
1369.5580228324775,3,2,13,1,1,Modern_District,29.867223874838228,Good,361963.97
2458.9309735273882,4,1,47,1,0,Suburbs,9.337824782129012,Good,479281.03
3061.0780985063166,2,3,46,2,0,Modern_District,16.60838295418578,Old,498836.2
2516.2326302755737,3,2,35,1,0,Suburbs,16.466382887928546,Good,480484.55
1240.3150170229933,3,1,38,2,0,Suburbs,12.763712523969888,Good,238713.25
1757.8829635668744,2,1,15,0,1,Suburbs,5.905694921430186,Old,262280.7
2633.455574593311,2,3,21,0,0,Rural,29.346240332331433,Old,218592.39
1646.1652671906097,1,3,20,2,1,Downtown,25.746198413330998,New,659200.53
2221.909714073114,3,3,20,1,1,Suburbs,15.451657820532878,Renovated,539582.67
2387.3170267146684,5,2,7,2,1,Rural,18.494117257836866,Good,332655.38
1536.5347642109587,2,1,48,1,1,Suburbs,7.590570553230207,Old,202059.29
1970.2373219690999,2,3,15,0,1,Downtown,16.76982504136066,New,829923.0
500.0,4,2,30,1,0,Suburbs,21.154133860522798,Renovated,151875.28
1487.8061793328552,5,2,41,2,0,Rural,15.939843823211074,Old,137132.17
1873.7159243034198,5,2,9,2,0,Downtown,29.718269946963296,Renovated,728539.91
1376.1084090175752,2,3,31,0,0,Rural,18.72890803118406,Renovated,201009.84
2816.2056519658177,1,3,33,1,1,Downtown,11.758237665172903,Good,818843.95
1284.9293110196836,4,1,8,1,0,Downtown,23.392408800859304,Good,457801.32
1779.9777566515081,5,1,16,1,1,Modern_District,5.943412835867619,Old,352169.96
2065.3702886430456,2,3,10,0,1,Modern_District,12.15095859748173,Renovated,641464.74
2720.6366445330577,5,2,31,1,0,Modern_District,11.061809560949989,Old,498852.18
1282.0689244102803,4,2,9,2,0,Downtown,13.52240575812554,Old,332677.47
2581.58187607748,4,2,21,1,0,Suburbs,23.671614951933062,Renovated,597367.64
2005.1165305097936,3,1,16,0,0,Rural,15.041017932738816,Old,191081.15
1509.2456744760245,2,2,3,1,1,Rural,24.026419057712918,Renovated,229028.62
2231.0517371316355,4,1,47,1,1,Rural,17.71817819105611,Renovated,308394.99
2099.529847786735,3,1,46,2,0,Modern_District,10.920013605069105,Renovated,577361.19
1699.8915614206026,3,2,24,1,1,Downtown,24.489383566820702,Renovated,610010.38
2034.9010424950095,5,2,20,2,1,Modern_District,7.910400446039656,New,747172.07
1807.3432015691199,5,3,36,2,1,Suburbs,7.5071064141940695,Renovated,473194.06
2056.758672625624,3,3,37,0,0,Downtown,15.630584797590238,Good,638379.82
2331.0653372605234,5,2,48,2,1,Rural,8.564628132900578,Good,303275.63
2793.008408072676,4,1,0,2,0,Modern_District,1.2635240135852732,Good,765843.57
1381.0922505865756,1,1,24,0,0,Modern_District,19.800628291665245,Renovated,378752.19
3066.5166873281332,4,1,35,2,1,Suburbs,15.821720822699543,Good,584398.44
1023.9561002387491,3,1,16,0,1,Suburbs,13.920016620301675,New,311466.43
1924.1074524822084,3,1,40,1,0,Modern_District,29.042086923931144,Old,310427.97
2294.1586032422883,4,3,23,0,1,Suburbs,17.564776334924495,Renovated,542495.49
2140.495933867516,5,2,1,2,1,Rural,26.03951575589215,Good,304526.84
1688.6502400897032,5,3,39,0,0,Suburbs,5.044056849949645,New,500428.27
1895.9388748213623,3,1,14,2,0,Suburbs,17.5069874307534,Old,276745.41
1753.4995326705837,2,1,31,1,0,Modern_District,26.171409175196185,New,527506.58
1705.3176215278943,5,1,38,0,0,Modern_District,17.910066961117042,Good,445153.04
2424.8010485105124,4,1,5,1,1,Downtown,21.822411165683043,New,1009956.44
2178.5077429825237,5,2,0,2,1,Downtown,11.789263466554013,Old,542870.8
1653.545202369673,4,1,46,2,0,Modern_District,3.6810359940749318,Good,430330.71
2449.799937716625,3,2,22,1,0,Suburbs,14.27910855868507,Old,343996.63
2153.649760438305,5,1,38,0,0,Suburbs,12.439902334326868,New,560164.02
2406.43105941948,4,2,16,0,1,Downtown,26.144745288989473,Renovated,860644.0
2314.8144209618063,3,3,33,2,0,Downtown,8.075863768221694,Renovated,832962.2
1585.502494538964,2,1,40,1,1,Downtown,29.035292598518133,Renovated,483683.32
1719.9094799015152,4,2,28,1,0,Rural,28.786005474330388,Renovated,233825.22
2373.646802561631,2,3,8,0,0,Rural,8.181317649071723,Old,244192.74
2305.1851327167324,2,1,12,0,0,Downtown,11.093506708842295,Renovated,826191.39
1989.549203017926,1,1,5,0,1,Suburbs,26.971116485342666,Old,263743.26
2058.663691654391,5,1,5,1,1,Downtown,29.03204440598712,Good,684735.28
2638.8324478942122,4,2,19,0,1,Rural,13.859733982245277,Renovated,406724.15
1704.214305582085,2,2,2,0,0,Suburbs,10.308914323586036,Old,271076.14
2273.548690585019,1,3,16,2,1,Rural,16.25672638429472,Renovated,338183.39
1898.903673783053,3,2,48,0,1,Suburbs,20.945306984606308,Renovated,395802.82
1891.15939838639,4,2,11,0,0,Rural,8.930760945874415,Renovated,322388.99
2549.388425993595,2,1,47,1,0,Suburbs,22.357722063953112,Old,314185.79
2412.708174494015,5,1,46,1,1,Suburbs,2.49806335632459,New,643517.31
2406.754818000319,1,1,44,2,1,Suburbs,2.429540290168077,Renovated,502313.25
2652.7394035771645,2,1,0,0,1,Suburbs,12.20234344922081,Renovated,625350.99
2010.5019208163794,5,1,16,2,1,Modern_District,11.250722569760898,Good,559155.12
2340.976485647482,2,1,2,1,0,Rural,10.153363245647416,New,414311.9
1844.866621703272,4,1,25,2,0,Rural,15.23957311739839,Old,176025.41
2162.0831762442212,4,3,14,1,0,Modern_District,10.301273887035565,Good,611762.2
1934.9284728161576,4,3,35,2,1,Suburbs,6.575479635574666,Renovated,477818.44
2048.497982496359,1,3,31,2,1,Suburbs,9.974616923569426,Good,403024.33
2297.5785127184568,4,3,31,0,0,Rural,29.272223911496813,Good,281313.66
1590.8896583832638,5,1,3,2,0,Modern_District,12.92228909285061,Renovated,560913.21
3046.19363784273,2,3,17,0,1,Suburbs,13.896670528891738,New,788270.59
1496.991309250149,3,1,48,0,1,Suburbs,17.71980470858306,New,353304.57
1392.9056936061338,5,3,18,0,0,Suburbs,29.51688228401257,Good,322660.22
2579.055436750034,5,2,42,0,0,Downtown,8.006437016637127,Renovated,920481.03
2395.831346981468,4,3,34,2,0,Modern_District,20.75718120544058,Old,431648.09
2312.0599085260774,1,3,39,1,1,Suburbs,21.76355611271,Good,414395.6
2314.17275463214,2,1,13,1,1,Downtown,18.61240808699891,Old,489903.47
1993.8766135765427,1,3,32,1,1,Modern_District,3.5687718494626783,Good,509741.93
1551.3728142570842,2,2,13,2,1,Suburbs,20.62929599899972,Good,323061.91
2037.9022790968631,2,1,33,0,1,Rural,2.858746620049089,Renovated,312186.0
1661.4191442439442,1,1,3,1,1,Downtown,18.28813683694701,Renovated,602521.08
2487.5598667088757,5,3,23,2,0,Downtown,22.447854139430536,Old,563422.48
1926.4713092489308,2,1,28,0,0,Suburbs,7.118126827978562,Old,261926.58
1587.2514016037442,1,1,18,1,1,Suburbs,25.407038218740446,New,371063.75
1839.3070791735033,2,1,5,0,0,Downtown,1.8802603604571235,Renovated,726498.38
2206.4657271378123,3,1,32,1,1,Rural,25.470573046090877,Good,250964.14
1718.1377235980126,5,1,48,1,0,Rural,14.349542468640188,Good,221445.04
1588.8898022167843,4,1,39,1,1,Modern_District,7.31005025801769,New,554075.59
2121.843605745956,2,2,18,0,0,Suburbs,4.879566204825072,Renovated,505298.34
2122.4832855543614,3,3,0,2,0,Rural,28.645907859888805,Good,286237.41
